Municipio,SE,Casos,Mediana,Q1,Q3
São Domingos do Norte,45,,0.0,0.0,0.25
São Domingos do Norte,46,,0.0,0.0,0.25
São Domingos do Norte,47,,0.0,0.0,0.0
São Domingos do Norte,48,,0.0,0.0,1.25
São Domingos do Norte,49,,0.0,0.0,1.0
São Domingos do Norte,50,,0.0,0.0,0.0
São Domingos do Norte,51,,0.0,0.0,0.25
São Domingos do Norte,52,,0.0,0.0,0.0
São Gabriel da Palha,1,6.0,1.0,0.0,5.25
São Gabriel da Palha,2,3.0,1.0,0.0,2.5
São Gabriel da Palha,3,2.0,1.5,0.0,5.75
São Gabriel da Palha,4,3.0,1.0,0.0,3.5
São Gabriel da Palha,5,8.0,2.0,0.0,19.0
São Gabriel da Palha,6,5.0,2.0,0.75,17.75
São Gabriel da Palha,7,3.0,4.5,0.0,19.5
São Gabriel da Palha,8,5.0,2.0,0.75,31.0
São Gabriel da Palha,9,0.0,7.5,0.0,40.75
São Gabriel da Palha,10,4.0,9.5,0.0,35.5
São Gabriel da Palha,11,6.0,7.5,0.75,29.75
São Gabriel da Palha,12,26.0,8.5,0.75,35.25
São Gabriel da Palha,13,5.0,9.5,0.75,27.5
São Gabriel da Palha,14,3.0,15.5,0.75,32.5
São Gabriel da Palha,15,5.0,14.5,0.0,22.25
São Gabriel da Palha,16,5.0,13.0,0.0,23.25
São Gabriel da Palha,17,6.0,11.5,0.75,36.0
São Gabriel da Palha,18,9.0,9.5,0.75,33.75
São Gabriel da Palha,19,6.0,6.5,0.0,32.5
São Gabriel da Palha,20,6.0,6.5,0.75,29.0
São Gabriel da Palha,21,5.0,3.0,0.0,27.25
São Gabriel da Palha,22,5.0,4.5,0.0,21.0
São Gabriel da Palha,23,6.0,3.0,0.75,15.75
São Gabriel da Palha,24,10.0,4.0,0.0,15.75
São Gabriel da Palha,25,2.0,1.0,0.0,9.25
São Gabriel da Palha,26,4.0,1.0,0.0,4.5
São Gabriel da Palha,27,3.0,0.5,0.0,7.25
São Gabriel da Palha,28,5.0,0.5,0.0,4.0
São Gabriel da Palha,29,5.0,0.5,0.0,5.5
São Gabriel da Palha,30,5.0,0.0,0.0,4.25
São Gabriel da Palha,31,3.0,1.5,0.0,3.75
São Gabriel da Palha,32,3.0,0.5,0.0,2.25
São Gabriel da Palha,33,8.0,0.0,0.0,3.5
São Gabriel da Palha,34,9.0,0.0,0.0,1.5
São Gabriel da Palha,35,4.0,0.0,0.0,1.25
São Gabriel da Palha,36,1.0,0.5,0.0,1.25
São Gabriel da Palha,37,,0.0,0.0,0.25
São Gabriel da Palha,38,,0.5,0.0,2.25
São Gabriel da Palha,39,,0.0,0.0,2.25
São Gabriel da Palha,40,,0.0,0.0,1.0
São Gabriel da Palha,41,,0.0,0.0,1.5
São Gabriel da Palha,42,,0.0,0.0,1.25
São Gabriel da Palha,43,,0.0,0.0,1.0
São Gabriel da Palha,44,,0.0,0.0,1.0
São Gabriel da Palha,45,,0.0,0.0,1.75
São Gabriel da Palha,46,,0.0,0.0,1.0
São Gabriel da Palha,47,,0.0,0.0,2.0
São Gabriel da Palha,48,,0.0,0.0,2.75
São Gabriel da Palha,49,,0.0,0.0,2.25
São Gabriel da Palha,50,,0.0,0.0,1.5
São Gabriel da Palha,51,,0.0,0.0,2.25
São Gabriel da Palha,52,,1.0,0.0,3.25
São Roque do Canaã,1,4.0,0.0,0.0,8.75
São Roque do Canaã,2,4.0,0.0,0.0,11.75
São Roque do Canaã,3,1.0,0.0,0.0,17.0
São Roque do Canaã,4,1.0,0.0,0.0,18.0
São Roque do Canaã,5,5.0,1.0,0.0,8.75
São Roque do Canaã,6,1.0,0.5,0.0,9.5
São Roque do Canaã,7,1.0,0.0,0.0,9.0
São Roque do Canaã,8,6.0,1.5,0.0,5.5
São Roque do Canaã,9,1.0,1.5,0.0,7.0
São Roque do Canaã,10,15.0,0.0,0.0,5.25
São Roque do Canaã,11,4.0,0.5,0.0,2.5
São Roque do Canaã,12,6.0,0.0,0.0,3.5
São Roque do Canaã,13,5.0,1.0,0.0,4.0
São Roque do Canaã,14,5.0,1.0,0.0,6.25
São Roque do Canaã,15,4.0,1.0,0.0,4.0
São Roque do Canaã,16,2.0,0.5,0.0,3.25
São Roque do Canaã,17,8.0,1.0,0.0,5.25
São Roque do Canaã,18,5.0,0.0,0.0,3.25
São Roque do Canaã,19,4.0,1.0,0.0,3.0
São Roque do Canaã,20,4.0,0.5,0.0,3.5
São Roque do Canaã,21,6.0,0.0,0.0,1.75
São Roque do Canaã,22,4.0,1.0,0.0,2.75
São Roque do Canaã,23,2.0,0.0,0.0,1.5
São Roque do Canaã,24,1.0,0.0,0.0,1.25
São Roque do Canaã,25,1.0,0.5,0.0,2.0
São Roque do Canaã,26,1.0,0.5,0.0,2.0
São Roque do Canaã,27,3.0,0.0,0.0,1.25
São Roque do Canaã,28,1.0,0.0,0.0,1.5
São Roque do Canaã,29,3.0,0.0,0.0,1.25
São Roque do Canaã,30,2.0,0.0,0.0,0.0
São Roque do Canaã,31,1.0,0.0,0.0,0.25
São Roque do Canaã,32,0.0,0.0,0.0,1.0
São Roque do Canaã,33,2.0,0.0,0.0,0.0
São Roque do Canaã,34,4.0,0.0,0.0,1.0
São Roque do Canaã,35,1.0,0.0,0.0,1.0
São Roque do Canaã,36,3.0,0.0,0.0,0.25
São Roque do Canaã,37,,0.0,0.0,0.25
São Roque do Canaã,38,,0.0,0.0,0.25
São Roque do Canaã,39,,0.0,0.0,0.25
São Roque do Canaã,40,,0.0,0.0,0.25
São Roque do Canaã,41,,0.0,0.0,0.25
São Roque do Canaã,42,,0.0,0.0,0.25
São Roque do Canaã,43,,0.0,0.0,0.0
São Roque do Canaã,44,,0.0,0.0,1.0
São Roque do Canaã,45,,0.0,0.0,1.25
São Roque do Canaã,46,,0.0,0.0,0.75
São Roque do Canaã,47,,0.0,0.0,1.25
São Roque do Canaã,48,,0.0,0.0,1.0
São Roque do Canaã,49,,0.0,0.0,2.25
São Roque do Canaã,50,,0.0,0.0,0.5
São Roque do Canaã,51,,0.0,0.0,0.0
São Roque do Canaã,52,,0.0,0.0,1.5
Vila Valério,1,0.0,0.0,0.0,1.0
Vila Valério,2,1.0,0.0,0.0,2.0
Vila Valério,3,0.0,0.0,0.0,2.5
Vila Valério,4,1.0,0.0,0.0,4.75
Vila Valério,5,1.0,0.0,0.0,3.75
Vila Valério,6,3.0,0.0,0.0,6.0
Vila Valério,7,0.0,0.5,0.0,7.5
Vila Valério,8,0.0,1.0,0.0,12.0
Vila Valério,9,2.0,1.0,0.0,5.25
Vila Valério,10,4.0,0.5,0.0,4.25
Vila Valério,11,2.0,0.5,0.0,5.0
Vila Valério,12,1.0,0.0,0.0,1.75
Vila Valério,13,1.0,1.0,0.0,3.5
Vila Valério,14,0.0,0.5,0.0,2.75
Vila Valério,15,0.0,0.0,0.0,1.75
Vila Valério,16,0.0,0.0,0.0,2.25
Vila Valério,17,1.0,0.5,0.0,3.5
Vila Valério,18,0.0,0.0,0.0,1.0
Vila Valério,19,2.0,1.0,0.0,1.25
Vila Valério,20,1.0,0.0,0.0,1.5
Vila Valério,21,1.0,0.5,0.0,3.25
Vila Valério,22,1.0,0.0,0.0,1.75
Vila Valério,23,0.0,0.0,0.0,1.0
Vila Valério,24,2.0,0.0,0.0,1.25
Vila Valério,25,0.0,0.0,0.0,2.0
Vila Valério,26,0.0,0.5,0.0,1.25
Vila Valério,27,0.0,0.0,0.0,0.0
Vila Valério,28,0.0,0.0,0.0,0.25
Vila Valério,29,0.0,0.0,0.0,1.25
Vila Valério,30,1.0,0.0,0.0,0.25
Vila Valério,31,0.0,0.0,0.0,1.0
Vila Valério,32,0.0,0.0,0.0,0.25
Vila Valério,33,0.0,0.0,0.0,0.25
Vila Valério,34,2.0,0.0,0.0,0.25
Vila Valério,35,1.0,0.0,0.0,1.0
Vila Valério,36,0.0,0.0,0.0,0.25
Vila Valério,37,,0.0,0.0,0.0
Vila Valério,38,,0.0,0.0,0.5
Vila Valério,39,,0.0,0.0,1.0
Vila Valério,40,,0.0,0.0,0.25
Vila Valério,41,,0.0,0.0,0.25
Vila Valério,42,,0.0,0.0,0.0
Vila Valério,43,,0.0,0.0,0.0
Vila Valério,44,,0.0,0.0,0.25
Vila Valério,45,,0.0,0.0,0.0
Vila Valério,46,,0.0,0.0,0.25
Vila Valério,47,,0.0,0.0,1.0
Vila Valério,48,,0.0,0.0,1.25
Vila Valério,49,,0.0,0.0,0.25
Vila Valério,50,,0.0,0.0,2.25
Vila Valério,51,,0.0,0.0,1.25
Vila Valério,52,,0.0,0.0,0.25
Águia Branca,1,2.0,0.0,0.0,0.0
Águia Branca,2,2.0,0.0,0.0,0.0
Águia Branca,3,0.0,0.0,0.0,0.0
Águia Branca,4,0.0,0.0,0.0,0.25
Águia Branca,5,1.0,0.0,0.0,1.0
Águia Branca,6,2.0,0.0,0.0,0.25
Águia Branca,7,0.0,0.0,0.0,1.25
Águia Branca,8,4.0,0.0,0.0,2.5
Águia Branca,9,1.0,0.0,0.0,1.25
Águia Branca,10,10.0,0.5,0.0,1.75
Águia Branca,11,1.0,0.0,0.0,1.5
Águia Branca,12,0.0,0.0,0.0,5.75
Águia Branca,13,1.0,0.0,0.0,2.5
Águia Branca,14,1.0,0.0,0.0,5.5
Águia Branca,15,1.0,0.0,0.0,2.5
Águia Branca,16,1.0,0.0,0.0,1.75
Águia Branca,17,1.0,0.0,0.0,1.25
Águia Branca,18,1.0,0.0,0.0,0.25
Águia Branca,19,0.0,0.0,0.0,0.5
Águia Branca,20,1.0,0.0,0.0,1.0
Águia Branca,21,1.0,0.0,0.0,1.0
Águia Branca,22,0.0,0.0,0.0,1.0
Águia Branca,23,0.0,0.0,0.0,0.25
Águia Branca,24,1.0,0.0,0.0,0.0
Águia Branca,25,0.0,0.0,0.0,0.0
Águia Branca,26,0.0,0.0,0.0,0.25
Águia Branca,27,0.0,0.0,0.0,0.25
Águia Branca,28,1.0,0.0,0.0,0.0
Águia Branca,29,1.0,0.0,0.0,1.0
Águia Branca,30,4.0,0.0,0.0,0.0
Águia Branca,31,1.0,0.0,0.0,0.0
Águia Branca,32,0.0,0.0,0.0,0.0
Águia Branca,33,0.0,0.0,0.0,0.0
Águia Branca,34,0.0,0.0,0.0,0.0
Águia Branca,35,0.0,0.0,0.0,0.0
Águia Branca,36,0.0,0.0,0.0,0.0
Águia Branca,37,,0.0,0.0,0.25
Águia Branca,38,,0.0,0.0,0.25
Águia Branca,39,,0.0,0.0,0.0
Águia Branca,40,,0.0,0.0,0.25
Águia Branca,41,,0.0,0.0,0.0
Águia Branca,42,,0.0,0.0,0.0
Águia Branca,43,,0.0,0.0,0.0
Águia Branca,44,,0.0,0.0,0.0
Águia Branca,45,,0.0,0.0,0.0
Águia Branca,46,,0.0,0.0,0.0
Águia Branca,47,,0.0,0.0,0.0
Águia Branca,48,,0.0,0.0,0.0
Águia Branca,49,,0.0,0.0,0.0
Águia Branca,50,,0.0,0.0,0.0
Águia Branca,51,,0.0,0.0,1.0
Águia Branca,52,,0.0,0.0,0.0
