TERRITORIO,TIPO,CATEGORIA,CASOS,DENOMINADOR,PERCENTUAL
SOORETAMA,FAIXA_ETARIA,40–49 anos,1,6,16.7
SOORETAMA,FAIXA_ETARIA,50–59 anos,1,6,16.7
SOORETAMA,FAIXA_ETARIA,60–69 anos,0,6,0.0
SOORETAMA,FAIXA_ETARIA,70–79 anos,1,6,16.7
SOORETAMA,FAIXA_ETARIA,80 anos ou mais,0,6,0.0
SOORETAMA,RACA_COR,Branca,4,6,66.7
SOORETAMA,RACA_COR,Preta,0,6,0.0
SOORETAMA,RACA_COR,Amarela,1,6,16.7
SOORETAMA,RACA_COR,Parda,1,6,16.7
SOORETAMA,RACA_COR,Indígena,0,6,0.0
SOORETAMA,RACA_COR,Ignorado,0,6,0.0
SOORETAMA,GESTANTE,1º trimestre,0,0,0.0
SOORETAMA,GESTANTE,2º trimestre,0,0,0.0
SOORETAMA,GESTANTE,3º trimestre,0,0,0.0
SOORETAMA,GESTANTE,Idade gestacional ignorada,0,0,0.0
SOORETAMA,COMORBIDADE,Diabetes,1,6,16.7
SOORETAMA,COMORBIDADE,Hepatopatias,0,6,0.0
SOORETAMA,COMORBIDADE,Hipertensão arterial,2,6,33.3
SOORETAMA,COMORBIDADE,Doenças autoimunes,0,6,0.0
SOORETAMA,COMORBIDADE,Doenças hematológicas,0,6,0.0
SOORETAMA,COMORBIDADE,Doença renal crônica,0,6,0.0
SOORETAMA,COMORBIDADE,Doença ácido-péptica,0,6,0.0
VILA VALERIO,SEXO,Feminino,3,4,75.0
VILA VALERIO,SEXO,Masculino,1,4,25.0
VILA VALERIO,FAIXA_ETARIA,< 1 ano,0,4,0.0
VILA VALERIO,FAIXA_ETARIA,1–4 anos,0,4,0.0
VILA VALERIO,FAIXA_ETARIA,5–9 anos,0,4,0.0
VILA VALERIO,FAIXA_ETARIA,10–19 anos,0,4,0.0
VILA VALERIO,FAIXA_ETARIA,20–29 anos,2,4,50.0
VILA VALERIO,FAIXA_ETARIA,30–39 anos,1,4,25.0
VILA VALERIO,FAIXA_ETARIA,40–49 anos,1,4,25.0
VILA VALERIO,FAIXA_ETARIA,50–59 anos,0,4,0.0
VILA VALERIO,FAIXA_ETARIA,60–69 anos,0,4,0.0
VILA VALERIO,FAIXA_ETARIA,70–79 anos,0,4,0.0
VILA VALERIO,FAIXA_ETARIA,80 anos ou mais,0,4,0.0
VILA VALERIO,RACA_COR,Branca,4,4,100.0
VILA VALERIO,RACA_COR,Preta,0,4,0.0
VILA VALERIO,RACA_COR,Amarela,0,4,0.0
VILA VALERIO,RACA_COR,Parda,0,4,0.0
VILA VALERIO,RACA_COR,Indígena,0,4,0.0
VILA VALERIO,RACA_COR,Ignorado,0,4,0.0
VILA VALERIO,GESTANTE,1º trimestre,0,0,0.0
VILA VALERIO,GESTANTE,2º trimestre,0,0,0.0
VILA VALERIO,GESTANTE,3º trimestre,0,0,0.0
VILA VALERIO,GESTANTE,Idade gestacional ignorada,0,0,0.0
VILA VALERIO,COMORBIDADE,Diabetes,0,4,0.0
VILA VALERIO,COMORBIDADE,Hepatopatias,0,4,0.0
VILA VALERIO,COMORBIDADE,Hipertensão arterial,0,4,0.0
VILA VALERIO,COMORBIDADE,Doenças autoimunes,0,4,0.0
VILA VALERIO,COMORBIDADE,Doenças hematológicas,0,4,0.0
VILA VALERIO,COMORBIDADE,Doença renal crônica,0,4,0.0
VILA VALERIO,COMORBIDADE,Doença ácido-péptica,0,4,0.0
REGIONAL,SEXO,Feminino,1184,2260,52.4
REGIONAL,SEXO,Masculino,1076,2260,47.6
REGIONAL,FAIXA_ETARIA,< 1 ano,15,2260,0.7
REGIONAL,FAIXA_ETARIA,1–4 anos,66,2260,2.9
REGIONAL,FAIXA_ETARIA,5–9 anos,148,2260,6.5
REGIONAL,FAIXA_ETARIA,10–19 anos,314,2260,13.9
REGIONAL,FAIXA_ETARIA,20–29 anos,399,2260,17.7
REGIONAL,FAIXA_ETARIA,30–39 anos,332,2260,14.7
REGIONAL,FAIXA_ETARIA,40–49 anos,377,2260,16.7
REGIONAL,FAIXA_ETARIA,50–59 anos,274,2260,12.1
REGIONAL,FAIXA_ETARIA,60–69 anos,175,2260,7.7
REGIONAL,FAIXA_ETARIA,70–79 anos,107,2260,4.7
REGIONAL,FAIXA_ETARIA,80 anos ou mais,53,2260,2.3
REGIONAL,RACA_COR,Branca,829,2260,36.7
REGIONAL,RACA_COR,Preta,96,2260,4.2
REGIONAL,RACA_COR,Amarela,344,2260,15.2
REGIONAL,RACA_COR,Parda,990,2260,43.8
REGIONAL,RACA_COR,Indígena,0,2260,0.0
REGIONAL,RACA_COR,Ignorado,0,2260,0.0
REGIONAL,GESTANTE,1º trimestre,10,24,41.7
REGIONAL,GESTANTE,2º trimestre,7,24,29.2
REGIONAL,GESTANTE,3º trimestre,5,24,20.8
REGIONAL,GESTANTE,Idade gestacional ignorada,2,24,8.3
REGIONAL,COMORBIDADE,Diabetes,35,2260,1.5
REGIONAL,COMORBIDADE,Hepatopatias,2,2260,0.1
REGIONAL,COMORBIDADE,Hipertensão arterial,105,2260,4.6
REGIONAL,COMORBIDADE,Doenças autoimunes,6,2260,0.3
REGIONAL,COMORBIDADE,Doenças hematológicas,4,2260,0.2
REGIONAL,COMORBIDADE,Doença renal crônica,4,2260,0.2
REGIONAL,COMORBIDADE,Doença ácido-péptica,0,2260,0.0
