TERRITORIO,TIPO,CATEGORIA,CASOS,DENOMINADOR,PERCENTUAL
REGIONAL,SINTOMA,Petéquias,110,2244,4.9
REGIONAL,SINTOMA,Artrite,69,2244,3.1
REGIONAL,SINTOMA,Leucopenia,54,2244,2.4
REGIONAL,SINTOMA,Prova do laço positiva,10,2244,0.4
REGIONAL,SINTOMA,Conjuntivite,8,2244,0.4
REGIONAL,SINAL_ALARME,Hipotensão postural/lipotímia,2,97,2.1
REGIONAL,SINAL_ALARME,Queda abrupta de plaquetas,92,97,94.8
REGIONAL,SINAL_ALARME,Vômitos persistentes,7,97,7.2
REGIONAL,SINAL_ALARME,Dor abdominal intensa e contínua,5,97,5.2
REGIONAL,SINAL_ALARME,Letargia/irritabilidade,2,97,2.1
REGIONAL,SINAL_ALARME,Sangramento de mucosa,8,97,8.2
REGIONAL,SINAL_ALARME,Aumento progressivo do hematócrito,5,97,5.2
REGIONAL,SINAL_ALARME,Hepatomegalia,5,97,5.2
REGIONAL,SINAL_ALARME,Acúmulo de líquidos,0,97,0.0
REGIONAL,GRAVIDADE,Pulso débil ou indetectável,1,2,50.0
REGIONAL,GRAVIDADE,Pressão arterial convergente,2,2,100.0
REGIONAL,GRAVIDADE,Tempo de enchimento capilar prolongado,1,2,50.0
REGIONAL,GRAVIDADE,Acúmulo de líquidos com insuficiência respiratória,1,2,50.0
REGIONAL,GRAVIDADE,Taquicardia,0,2,0.0
REGIONAL,GRAVIDADE,Extremidades frias,0,2,0.0
REGIONAL,GRAVIDADE,Hipotensão arterial,2,2,100.0
REGIONAL,GRAVIDADE,Hematêmese,0,2,0.0
REGIONAL,GRAVIDADE,Melena,0,2,0.0
REGIONAL,GRAVIDADE,Metrorragia volumosa,0,2,0.0
REGIONAL,GRAVIDADE,Sangramento do SNC,0,2,0.0
REGIONAL,GRAVIDADE,AST/ALT ≥ 1.000,2,2,100.0
REGIONAL,GRAVIDADE,Miocardite,0,2,0.0
REGIONAL,GRAVIDADE,Alteração da consciência,0,2,0.0
REGIONAL,GRAVIDADE,Comprometimento de outros órgãos,0,2,0.0
