TERRITORIO,TIPO,CATEGORIA,RESULTADO,SE,CASOS
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,32.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,32.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,32.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,32.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,33.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,33.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,33.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,33.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,34.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,34.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,34.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,34.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,35.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,35.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,35.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,35.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,36.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,36.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,36.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,36.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,37.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,37.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,37.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,37.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,38.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,38.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,38.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,38.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,39.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,39.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,39.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,39.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,40.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,40.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,40.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,40.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,41.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,41.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,41.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,41.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,42.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,42.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,42.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,42.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,43.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,43.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,43.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,43.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,44.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,44.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,44.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,44.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,45.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,45.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,45.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,45.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,46.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,46.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,46.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,46.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,47.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,47.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,47.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,47.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,48.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,48.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,48.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,48.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,49.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,49.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,49.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,49.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,50.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,50.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,50.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,50.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,51.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,51.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,51.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,51.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,52.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,52.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,52.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,52.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-1,53.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-2,53.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-3,53.0,0
REGIONAL,SOROTIPO_SE,RT-PCR,DENV-4,53.0,0
